id,session_id,user_name,question_number,user_answer,correct,used_ia,created_at
3fd222f9-4034-47dc-b946-8fa5a0790a79,3221e601-cb5c-48b6-aea5-a4f8783a1417,A4,6,"Coffee contains caffeine, a stimulant.",no,no,2026-05-19 08:37:44.93456+00
40e4a27c-51e3-4299-8916-4f17599e5719,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,6,People who are naturally alert are more likely to drink coffee.,yes,no,2026-05-19 07:52:17.049354+00
4178c750-8ff7-4b8a-99eb-ed2c21a7e407,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,2,Cities with more parks also have higher employment rates.,yes,yes,2026-05-19 07:21:31.665783+00
41cf262a-6641-44a0-ae8b-bf406dafd627,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,6,"Coffee contains caffeine, a stimulant.",no,no,2026-05-19 09:13:13.099157+00
424515d6-bf4e-4793-8541-21fbe415b2a2,f44e6ffb-2458-4007-836e-fc2983ac1955,A1,4,Remote work always improves productivity.,no,no,2026-05-19 07:53:11.368584+00
42f1c949-76dd-46ea-8c02-7ba62ff226d7,2fae3989-3440-4447-ac66-393260291e96,A4,6,Coffee drinking is a common habit.,no,no,2026-05-19 08:41:08.657143+00
430c6a37-a6ea-428b-8fd9-6508375f6c40,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,3,No dogs are cats.,yes,no,2026-05-19 09:12:23.246213+00
4362a3e9-1f53-4360-aacf-a28edfcd1bf4,3f15dc13-b948-4431-b84a-52c60b4e5b0a,A1,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 07:53:08.539112+00
4381a822-9d19-48ba-b11e-af2f3ffd6e7b,b368709d-4158-4f75-a154-e8265b07bf09,A1,3,Some mammals are dogs.,no,no,2026-05-19 07:49:57.370819+00
43de219b-f361-4ec5-a6d8-e835e4046b2b,33217776-d590-4192-910d-090dba139669,A1,5,It assumes James went to culinary school.,no,no,2026-05-19 07:50:41.668092+00
440f417e-7ee4-4848-9665-d448271b8f9a,15c46feb-60d7-4400-a9cb-79c857e4cddc,A5,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:18:51.380951+00
441662ea-3de5-49c6-bfbe-59931763a8ed,96b927a7-50be-4220-a0a7-902cf3082280,A4,8,"If school closes, it snowed.",no,no,2026-05-19 08:36:42.060131+00
4499bd85-a0cc-4725-8159-d0dc6ac3282f,69f0b04f-1a8b-4c7d-8728-de25ae34bea4,A1,9,It overgeneralizes from one example.,no,no,2026-05-19 07:57:40.096099+00
44b2234d-d348-426f-94a9-ec8e63b405e9,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,7,Circular reasoning,yes,no,2026-05-19 08:32:54.670588+00
44e8c2ab-0908-470e-a344-40858de890c4,8c102489-a5ee-4729-abd0-1cd29e24d8ef,A4,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 08:38:47.661139+00
45fd1a0e-5faf-4b68-a874-4f072be9705c,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,9,It draws a false analogy.,no,no,2026-05-19 07:56:04.809418+00
46efb5ba-5889-41c0-8bbb-b5fbaab2f9ec,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,3,No dogs are cats.,yes,no,2026-05-19 07:59:47.401532+00
48993695-60d7-4c90-b3ec-bb4a84c20661,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,5,It assumes that all good cooks must be professional chefs.,no,no,2026-05-19 07:19:42.003235+00
48dfaba9-89e6-4802-a290-ad6102cf1763,7d2e90ac-7043-4214-8fbc-83257b410321,A1,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 07:47:55.532812+00
49821bd3-b398-4671-9c96-dd308986cf5e,18ce3e06-8eb8-4f02-a025-e47f3948ae94,A5,6,People who are naturally alert are more likely to drink coffee.,yes,yes,2026-05-19 07:14:38.835077+00
49f97acf-09cf-4ec2-bd0f-1e830c4b8c7c,585dc200-a107-437b-944a-5d3000975b5b,A1,5,It confuses necessary and sufficient conditions.,yes,no,2026-05-19 07:57:28.858096+00
4b496fff-3340-441d-9ec3-0f6d395541a6,03641a2a-2247-4f8b-9635-87d4057f9922,A5,5,It confuses necessary and sufficient conditions.,yes,yes,2026-05-19 07:19:08.142467+00
4cb0a7ac-aef2-406c-8fc0-b755350bce52,44171929-c92d-479f-9750-18609fb745cf,A1,7,Circular reasoning,yes,no,2026-05-19 07:54:01.808888+00
4d3c40f7-35d9-4be4-9dae-e9e09173477e,5937e2cc-49ef-4807-93f9-8bf83e05511a,A1,8,School closes if and only if it snows.,no,no,2026-05-19 07:55:43.793712+00
4daa04ea-2c97-45b3-91bd-08765974f297,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,2,Parks provide places for people to gather.,no,no,2026-05-19 07:54:22.248117+00
4e22b038-ac45-4cde-b6e0-b422ce8095d1,14d8d4cd-8b91-4f46-89ff-076083de5a6c,A3,4,Happiness and productivity are linked.,yes,no,2026-05-19 09:14:13.458736+00
4f11e505-182d-48ff-846d-37e2206108f1,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,4,Happiness and productivity are linked.,yes,no,2026-05-19 09:13:13.099157+00
50b80b9e-57f6-413a-ab40-29b8f0f6cd64,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 07:55:48.043002+00
513ed403-7035-490d-8863-41f1916fc9d8,df4a60f3-7f34-42db-ba7a-04cc77d31e4a,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 08:03:46.362023+00
52114a47-3740-4890-bb54-1d5b4094b65f,614d10b6-31b0-43a8-a13e-c653b381f8d9,A1,3,No dogs are cats.,yes,no,2026-05-19 07:56:00.946199+00
52293a1a-b332-451c-858d-5aecb7d41dda,fde94a01-94d7-4d33-8ff0-9563f3bf6633,A1,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 07:52:17.351351+00
527fe398-a18b-44a3-a087-8d2bb303e688,7d2e90ac-7043-4214-8fbc-83257b410321,A1,6,People who are naturally alert are more likely to drink coffee.,yes,no,2026-05-19 07:47:55.532812+00
5295e0db-15df-421a-94aa-a740d7abb3ad,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,6,"Coffee contains caffeine, a stimulant.",no,no,2026-05-19 07:51:27.849817+00
530d2987-6e18-446f-9f90-359a1e90b3eb,b368709d-4158-4f75-a154-e8265b07bf09,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,yes,2026-05-19 07:49:57.370819+00
5330cff7-3621-4394-91b4-de0c2b0efe45,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,5,It assumes cause and effect are the same.,no,no,2026-05-19 07:54:22.248117+00
53d1f4b0-1ce4-4917-9125-d757bef28416,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,3,Some mammals are dogs.,no,no,2026-05-19 07:50:42.000239+00
53efe846-9cd3-4f9f-b8b5-21efc3774317,15c46feb-60d7-4400-a9cb-79c857e4cddc,A5,8,School closes if and only if it snows.,no,no,2026-05-19 07:18:51.380951+00
54290376-1918-4526-93cf-1b822d21f103,3e0a9957-cf2b-4eca-91fc-d9042639a0dd,A5,9,It assumes the conclusion in its premise.,yes,yes,2026-05-19 07:16:00.536052+00
54363f38-027e-4630-88c6-474f3c8f18a4,24c1a71c-bf27-40ec-b997-af97053bed02,A4,4,Happiness and productivity are linked.,yes,no,2026-05-19 08:39:02.06296+00
54e753e1-2302-4f00-a91c-311d28c6cd3b,3f15dc13-b948-4431-b84a-52c60b4e5b0a,A1,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:53:08.539112+00
5594acb6-cc9f-49b1-9c9a-0c91b03025b4,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,8,School closes if and only if it snows.,no,no,2026-05-19 09:13:13.099157+00
591cfdca-b6c3-4552-a41b-6da33288c5a2,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,9,It overgeneralizes from one example.,no,yes,2026-05-19 08:03:38.125773+00
591f62f8-46e7-401a-9a5d-bdb0af87dec4,2fae3989-3440-4447-ac66-393260291e96,A4,5,It confuses necessary and sufficient conditions.,yes,no,2026-05-19 08:41:08.657143+00
5931bd69-183b-4c3d-b196-f737d70761ad,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 07:19:42.003235+00
59621fbf-523e-448d-9365-3d69f8a70b56,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:51:27.849817+00
59645687-3bc5-4b6d-9448-194fb0efa79e,585dc200-a107-437b-944a-5d3000975b5b,A1,2,Parks provide places for people to gather.,no,no,2026-05-19 07:57:28.858096+00
5a0e5250-6ddc-4826-b830-66c3087b8fad,f6b8a75c-0814-4c62-b3e8-41e4a889a84f,A1,8,"If school closes, it snowed.",no,no,2026-05-19 07:55:34.080719+00
5ba89202-6f83-4a09-8fce-611307f2fb9f,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,9,It assumes the conclusion in its premise.,yes,yes,2026-05-19 07:54:22.248117+00
5c0f28f4-5e52-4cd5-a76d-e1729d226a2f,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 09:12:04.173877+00
5c7d7306-56bf-496e-825e-fda2a3736eae,585dc200-a107-437b-944a-5d3000975b5b,A1,7,Circular reasoning,yes,yes,2026-05-19 07:57:28.858096+00
5c7efd44-a81c-4db1-87e7-b82bd49db2c8,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 09:12:23.246213+00
5d869e76-5b10-484a-9ebb-c6072bf4ae2a,3f15dc13-b948-4431-b84a-52c60b4e5b0a,A1,3,No dogs are cats.,yes,no,2026-05-19 07:53:08.539112+00
5e056e8c-27ea-4320-ae52-2cf758b28bb7,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 09:12:04.173877+00
60578d3a-d42f-4ce6-97f2-7b2bd3f069ab,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:20:59.703539+00
605a773c-8592-4ade-b0c0-a9c362c4b356,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,4,Employees will have access to reliable internet at home.,no,yes,2026-05-19 08:32:54.670588+00
60619005-efcd-4f26-be6c-22248f81962e,b77e57b5-d232-4a3b-b208-6dfc39c678d5,A1,5,It assumes that all good cooks must be professional chefs.,no,no,2026-05-19 07:53:24.321975+00
611941b6-af21-4e5a-aa7b-8b5fe85c787c,df4a60f3-7f34-42db-ba7a-04cc77d31e4a,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 08:03:46.362023+00
620e5fee-62b0-4718-9d89-4c69d023ae28,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:19:42.003235+00
63316c56-8ae3-4d5b-b5f9-6189e5359dc3,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:55:21.32315+00
6356b898-c7c5-4593-85e3-d66f5751c053,69f0b04f-1a8b-4c7d-8728-de25ae34bea4,A1,8,School will never close unless it snows.,no,no,2026-05-19 07:57:40.096099+00
63ba089f-4d5b-42ef-8171-4671a86bd277,f02cf9e1-ece7-43e6-9391-0af52d21d3dc,A1,5,It assumes cause and effect are the same.,no,no,2026-05-19 07:49:38.370526+00
64037938-00b8-4364-a507-bc26709e65a5,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,6,Alertness levels vary during the day.,no,no,2026-05-19 07:56:08.8175+00
6427f6a9-709d-408b-aca9-4c9e035ccf83,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,5,It assumes cause and effect are the same.,no,no,2026-05-19 07:20:59.703539+00
645381f7-7da0-4c3d-a436-bc2fbfda793c,5937e2cc-49ef-4807-93f9-8bf83e05511a,A1,1,All birds are sparrows.,no,yes,2026-05-19 07:55:43.793712+00
648ef818-bfd2-4e33-b11c-f62d0a87a63f,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,3,No dogs are cats.,yes,yes,2026-05-19 08:34:54.191985+00
64e19df8-a846-46b8-a3c8-629457d429c8,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,3,No dogs are cats.,yes,no,2026-05-19 09:13:13.099157+00
65a5132e-03e0-4fc1-9ff3-1785f5425aa2,69f0b04f-1a8b-4c7d-8728-de25ae34bea4,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:57:40.096099+00
65aaa339-89b0-4f04-8171-aa786bf3944b,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,5,It confuses necessary and sufficient conditions.,yes,yes,2026-05-19 07:21:31.665783+00
65ede866-47b9-4226-b540-dd52d8e05a60,69f0b04f-1a8b-4c7d-8728-de25ae34bea4,A1,5,It assumes that all good cooks must be professional chefs.,no,no,2026-05-19 07:57:40.096099+00
65fc411f-9fd5-4aad-8e78-2900b3e5a037,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,10,"Invalid, because creativity is unrelated to athletics.",no,no,2026-05-19 07:54:22.248117+00
66b5c2f0-5b0e-420f-b24f-79cca49e80c7,2fae3989-3440-4447-ac66-393260291e96,A4,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 08:41:08.657143+00
66bd60ab-8968-4b83-a8b6-514c9ae5287c,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,7,Circular reasoning,yes,no,2026-05-19 07:59:47.401532+00
670a9688-5fdd-4550-aafc-697704f53355,24c1a71c-bf27-40ec-b997-af97053bed02,A4,2,Some parks are located in unsafe areas.,no,no,2026-05-19 08:39:02.06296+00
6732bae8-a4ac-4aa3-bfc7-658f995f7bad,fde94a01-94d7-4d33-8ff0-9563f3bf6633,A1,5,It assumes that all good cooks must be professional chefs.,no,no,2026-05-19 07:52:17.351351+00
68743dba-3b68-4357-a5bc-da78c685efd4,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 07:55:48.043002+00
6884495f-3a47-4c12-b150-9ab485d649cd,f02cf9e1-ece7-43e6-9391-0af52d21d3dc,A1,6,Alertness levels vary during the day.,no,no,2026-05-19 07:49:38.370526+00
688e475b-be78-4a17-83e0-df3c14613df4,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,1,Sparrows can fly.,yes,no,2026-05-19 07:21:46.720145+00
68ac2054-9d68-40c4-84f3-0a37181b6571,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,7,Straw man,no,yes,2026-05-19 07:56:08.8175+00
68b25f40-7096-4af6-a33e-822f487a608b,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,9,It assumes the conclusion in its premise.,yes,yes,2026-05-19 07:55:21.32315+00
699cbc02-6bbb-4f65-811a-596743a5f07a,f02cf9e1-ece7-43e6-9391-0af52d21d3dc,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:49:38.370526+00
6c41287e-7682-45b0-94db-797d47622c1c,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,3,No dogs are cats.,yes,no,2026-05-19 07:52:17.049354+00
6c78ef3a-4e4f-4bd4-bfe8-bec737db302e,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:55:21.643156+00
6c95f116-2619-4b19-9b69-a0738d738163,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,2,Cities with more parks also have higher employment rates.,yes,yes,2026-05-19 08:34:54.191985+00
6caaafa6-d931-482b-84de-b8355f98e9d8,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,3,No dogs are cats.,yes,no,2026-05-19 07:21:46.720145+00
6d48ab94-d3fa-4fc1-86a2-1bbe8be1543c,54e30fdd-0944-4457-8a7b-f3e82962bd9b,A3,3,No dogs are cats.,yes,no,2026-05-19 09:08:50.303053+00
6ed7b22a-2491-4e7b-bb37-0b0473ca0da8,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,8,"If school closes, it snowed.",no,no,2026-05-19 07:56:08.8175+00
6edf0436-fbf8-4c65-9289-a9899da0aa8d,585dc200-a107-437b-944a-5d3000975b5b,A1,4,Employees dislike commuting.,no,no,2026-05-19 07:57:28.858096+00
6fd0d46c-9f6c-4b3e-a1d2-355842ea357e,8c102489-a5ee-4729-abd0-1cd29e24d8ef,A4,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 08:38:47.661139+00
6ff3e70c-0d04-4fae-98a2-8543fe8fa2d1,96b927a7-50be-4220-a0a7-902cf3082280,A4,1,Sparrows can fly.,yes,yes,2026-05-19 08:36:42.060131+00
709148b8-e68b-410c-a402-490dc0dc7bbf,e1e95acb-b561-4266-8bc8-4302ec5f923f,A4,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 08:42:51.749134+00
70b3531e-4188-4822-b30e-28cd5e4eacea,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:51:27.849817+00
70cb5cb7-4c1e-4c6c-a6d6-24be2f0ea99c,f02cf9e1-ece7-43e6-9391-0af52d21d3dc,A1,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 07:49:38.370526+00
714f0af7-8eaa-4574-be77-db1492d8d1aa,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,3,No dogs are cats.,yes,no,2026-05-19 07:56:08.8175+00
7217c595-2cd8-4150-b0e1-d826fe8e1755,7d2e90ac-7043-4214-8fbc-83257b410321,A1,4,Employees will have access to reliable internet at home.,no,no,2026-05-19 07:47:55.532812+00
7230210a-412f-43a4-a6c0-054ff8245397,b368709d-4158-4f75-a154-e8265b07bf09,A1,8,"If school closes, it snowed.",no,yes,2026-05-19 07:49:57.370819+00
72dd0681-2215-4a99-a6eb-9af37f16cace,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:19:42.003235+00
72f07fac-a69d-4208-b309-bb94a846cdea,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:59:47.401532+00
7349a398-730a-4cc8-9dd4-fadf662bf402,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,7,False cause,no,yes,2026-05-19 07:15:32.262252+00
73985485-2887-4d63-9758-34597e4de243,5937e2cc-49ef-4807-93f9-8bf83e05511a,A1,7,Ad hominem,no,no,2026-05-19 07:55:43.793712+00
73d44fb7-6cd0-4938-a237-1b1b76e14eaf,4999b791-2557-4340-a9f7-8992f204f5d3,A4,8,School will never close unless it snows.,no,no,2026-05-19 08:45:02.722149+00
74966ede-187c-4e20-a67a-5eb9bfeda704,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:56:37.214596+00
7514b8ae-c72f-4bc0-9daf-23d98e0f5ccd,3221e601-cb5c-48b6-aea5-a4f8783a1417,A4,7,False cause,no,no,2026-05-19 08:37:44.93456+00
7523c727-0862-482e-97d6-d3d14e71df5e,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 09:12:23.246213+00
75295ef7-b21b-4359-bf94-fd071f14a7aa,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,6,"Coffee contains caffeine, a stimulant.",no,yes,2026-05-19 07:55:30.16724+00
7579bd4d-efce-41cb-b1c4-f3ae032ffc3a,14d8d4cd-8b91-4f46-89ff-076083de5a6c,A3,7,Ad hominem,no,yes,2026-05-19 09:14:13.458736+00
75caf5a1-991c-4421-848c-ac64f1cf0085,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:55:21.32315+00
767a2844-e023-438b-abdd-af4f9b5d4d3c,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,6,People who are naturally alert are more likely to drink coffee.,yes,no,2026-05-19 07:19:42.003235+00
768b1744-ab39-4b65-b3f2-bae4d11661f6,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,4,Employees dislike commuting.,no,no,2026-05-19 07:58:55.130763+00
77754e1b-6a2d-4109-824f-cd3524a967c3,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:52:17.049354+00
77dafc6e-1403-4452-b389-9216f071bde9,f44e6ffb-2458-4007-836e-fc2983ac1955,A1,1,Some birds cannot fly.,no,no,2026-05-19 07:53:11.368584+00
79b18dd1-5588-46e0-aeca-1378f553de43,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,6,Alertness levels vary during the day.,no,no,2026-05-19 07:56:04.809418+00
79e9eef9-6c05-494e-8f2a-26c736f61961,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,3,No dogs are cats.,yes,yes,2026-05-19 08:32:54.670588+00
7a5756d4-6825-4216-94bf-88067ded1e52,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,4,Happiness and productivity are linked.,yes,no,2026-05-19 09:12:04.173877+00
7a83f9a6-46f5-434f-86bd-a7c923df49f3,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,4,Happiness and productivity are linked.,yes,yes,2026-05-19 08:03:38.125773+00
7a8aa022-ee5e-4e38-b6b9-b6ebca1557b7,c637a01b-3330-4e8a-99bc-d79f25a4e75f,A4,8,"If school closes, it snowed.",no,no,2026-05-19 08:42:45.547456+00
7ab790a2-b9c9-47d0-9fc4-0e00216b9089,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 08:32:54.670588+00
7ae8d004-dd62-4e15-84d2-41908ad92bfc,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,3,All dogs are cats.,no,yes,2026-05-19 07:55:30.16724+00
7af295b0-2def-4ad1-9b0a-789f6fca38cf,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,9,It overgeneralizes from one example.,no,no,2026-05-19 07:56:37.214596+00
7b2a0bc9-42d5-4e4a-8923-4ba9d401b21e,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:56:08.8175+00
7b7803b2-1cc8-4482-afe6-04386eba7c1d,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,7,Circular reasoning,yes,yes,2026-05-19 07:55:30.16724+00
7ba52e3f-adef-4ce6-bbbf-a3b0e9a4ff12,15c46feb-60d7-4400-a9cb-79c857e4cddc,A5,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:18:51.380951+00
7c17f465-567d-46c2-aaf1-2e46d73b0b6d,fde94a01-94d7-4d33-8ff0-9563f3bf6633,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:52:17.351351+00
7c7cb85b-5c94-4fc6-b9eb-692d1fe581b9,b368709d-4158-4f75-a154-e8265b07bf09,A1,9,It overgeneralizes from one example.,no,yes,2026-05-19 07:49:57.370819+00
7cc390ab-0683-4825-99b6-abfb6a60a458,3221e601-cb5c-48b6-aea5-a4f8783a1417,A4,1,Sparrows can fly.,yes,no,2026-05-19 08:37:44.93456+00
7d3b09bf-22d6-4579-9211-1a4d804f449a,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,9,It appeals to authority.,no,no,2026-05-19 09:13:13.099157+00
7d3d8517-dce9-46fe-93f5-69373ad7f600,15c46feb-60d7-4400-a9cb-79c857e4cddc,A5,7,Circular reasoning,yes,no,2026-05-19 07:18:51.380951+00
7ea6382d-a33f-4eb5-baed-876c8226dfe7,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,10,"Invalid, because not all athletes are musicians.",no,no,2026-05-19 09:12:23.246213+00
7f3a7e3b-f487-40ed-a408-73d67e899add,8c102489-a5ee-4729-abd0-1cd29e24d8ef,A4,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 08:38:47.661139+00
80d94b91-5e10-4068-8b54-b936654dc096,8c102489-a5ee-4729-abd0-1cd29e24d8ef,A4,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 08:38:47.661139+00
81c047c6-cbe4-427e-9e55-9c8a85b2cd72,3e0a9957-cf2b-4eca-91fc-d9042639a0dd,A5,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:16:00.536052+00
829a0c84-9921-482b-8eda-8fc8d789f0a9,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,yes,2026-05-19 08:03:38.125773+00
82a458e4-075c-4a0b-b37e-d72124448b05,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,6,People who are naturally alert are more likely to drink coffee.,yes,no,2026-05-19 08:34:54.191985+00
82c00aea-b9bd-4645-ac40-a5645bcd5db3,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,5,It assumes that all good cooks must be professional chefs.,no,no,2026-05-19 07:55:21.32315+00
83322452-a744-4e6a-8e82-8f5b506a68e4,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:54:22.248117+00
84af2cc2-8f15-4ffb-b8e4-836c22a5309f,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,7,False cause,no,no,2026-05-19 07:20:59.703539+00
84c1798a-49e2-4c8c-8633-cdb34ed03a1e,83e6e1c6-d33d-4871-8fad-59068e4a99a7,A3,7,False cause,no,no,2026-05-19 09:13:07.832081+00
84d50b20-d1e5-4dc0-a90e-d3a1b943a5ca,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:58:55.130763+00
84e9ac08-0ab4-4711-b5de-b596e4e4e040,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,5,It ignores other factors.,no,no,2026-05-19 07:58:55.130763+00
859b3b46-e0ef-4f25-9c6c-1b2dfb5aa11d,69f0b04f-1a8b-4c7d-8728-de25ae34bea4,A1,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 07:57:40.096099+00
859d08c4-be0e-44dd-acbb-2968e97f7da5,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,7,Ad hominem,no,no,2026-05-19 09:13:13.099157+00
85db28e3-f6f8-4b39-9562-85aa5433c6cf,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:55:48.043002+00
8627991f-c876-4543-b65e-04d6cc71f6af,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:52:17.049354+00
8695ebcd-11b8-4407-99bd-cf37f8238828,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:56:08.8175+00
869a8939-01c5-4eeb-ab91-17c2b1250088,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:56:04.809418+00
8725752c-2b4e-4209-b75c-41a562f236d1,4999b791-2557-4340-a9f7-8992f204f5d3,A4,10,"Invalid, because creativity is unrelated to athletics.",no,no,2026-05-19 08:45:02.722149+00
